convolution_series,n_convolution,n_dense,dense_series,accuracy,f1_score
Ramanujan Summation,14,15,Triangular Numbers,91.69459222,0.878384505
Ramanujan Summation,15,5,Fibonacci,93.95838582,0.945530296
Ramanujan Summation,15,5,Square,93.05166098,0.938555099
Ramanujan Summation,15,5,Cube,93.22907469,0.817171733
Ramanujan Summation,15,5,Prime Numbers,94.07431801,0.944460153
Ramanujan Summation,15,5,Ramanujan Summation,93.22433966,0.864092075
Ramanujan Summation,15,5,Triangular Numbers,93.90401755,0.910036651
Ramanujan Summation,15,6,Fibonacci,92.7025178,0.834689233
Ramanujan Summation,15,6,Square,94.31198374,0.887098996
Ramanujan Summation,15,6,Cube,93.32078573,0.895686159
Ramanujan Summation,15,6,Prime Numbers,93.19405194,0.80576976
Ramanujan Summation,15,6,Ramanujan Summation,91.72993891,0.910413358
Ramanujan Summation,15,6,Triangular Numbers,93.28695585,0.94729675
Ramanujan Summation,15,7,Fibonacci,92.16804508,0.871267603
Ramanujan Summation,15,7,Square,92.36171727,0.948008407
Ramanujan Summation,15,7,Cube,92.18462437,0.870515325
Ramanujan Summation,15,7,Prime Numbers,91.93376507,0.922479227
Ramanujan Summation,15,7,Ramanujan Summation,95.1247714,0.769071502
Ramanujan Summation,15,7,Triangular Numbers,94.33133906,1.000938889
Ramanujan Summation,15,8,Fibonacci,94.9203675,0.954772912
Ramanujan Summation,15,8,Square,91.77710498,0.865768725
Ramanujan Summation,15,8,Cube,93.07125375,0.781395549
Ramanujan Summation,15,8,Prime Numbers,91.70649237,0.894401418
Ramanujan Summation,15,8,Ramanujan Summation,92.30430512,0.807803723
Ramanujan Summation,15,8,Triangular Numbers,92.08187302,0.902242677
Ramanujan Summation,15,9,Fibonacci,94.23958401,0.900578286
Ramanujan Summation,15,9,Square,92.60377032,0.832929842
Ramanujan Summation,15,9,Cube,94.06837933,0.936048351
Ramanujan Summation,15,9,Prime Numbers,93.60412089,0.920278735
Ramanujan Summation,15,9,Ramanujan Summation,95.30363875,0.928791167
Ramanujan Summation,15,9,Triangular Numbers,91.52055578,0.880442885
Ramanujan Summation,15,10,Fibonacci,93.75923324,0.804223797
Ramanujan Summation,15,10,Square,93.64644087,0.923893614
Ramanujan Summation,15,10,Cube,91.52662116,0.86148143
Ramanujan Summation,15,10,Prime Numbers,93.50713334,0.805510993
Ramanujan Summation,15,10,Ramanujan Summation,92.83614496,0.942601968
Ramanujan Summation,15,10,Triangular Numbers,92.27252374,0.979970376
Ramanujan Summation,15,11,Fibonacci,91.17606451,0.867937594
Ramanujan Summation,15,11,Square,91.28089055,0.977956058
Ramanujan Summation,15,11,Cube,94.0498121,0.874565736
Ramanujan Summation,15,11,Prime Numbers,92.00068282,0.850977205
Ramanujan Summation,15,11,Ramanujan Summation,92.78213,0.838477077
Ramanujan Summation,15,11,Triangular Numbers,91.20910062,0.95185412
Ramanujan Summation,15,12,Fibonacci,90.72014705,0.825992806
Ramanujan Summation,15,12,Square,92.58198481,0.901763465
Ramanujan Summation,15,12,Cube,90.15042379,0.837041808
Ramanujan Summation,15,12,Prime Numbers,91.08478623,0.841984662
Ramanujan Summation,15,12,Ramanujan Summation,91.53402741,0.916512485
Ramanujan Summation,15,12,Triangular Numbers,91.6113726,0.845998158
Ramanujan Summation,15,13,Fibonacci,90.82090671,0.839760231
Ramanujan Summation,15,13,Square,91.39581978,0.916640235
Ramanujan Summation,15,13,Cube,91.69285576,0.939869865
Ramanujan Summation,15,13,Prime Numbers,91.73463755,0.89223449
Ramanujan Summation,15,13,Ramanujan Summation,90.01419619,0.827261511
Ramanujan Summation,15,13,Triangular Numbers,90.7158449,0.834469575
Ramanujan Summation,15,14,Fibonacci,91.69476286,0.858995763
Ramanujan Summation,15,14,Square,91.39464719,0.871046503
Ramanujan Summation,15,14,Cube,89.12714055,0.805606704
Ramanujan Summation,15,14,Prime Numbers,90.8514799,0.891151897
Ramanujan Summation,15,14,Ramanujan Summation,88.52177475,0.859275666
Ramanujan Summation,15,14,Triangular Numbers,90.5469349,0.769214584
Ramanujan Summation,15,15,Fibonacci,91.89776702,0.803553676
Ramanujan Summation,15,15,Square,89.05210728,0.824793566
Ramanujan Summation,15,15,Cube,89.16567695,0.846357116
Ramanujan Summation,15,15,Prime Numbers,90.76402978,0.94446394
Ramanujan Summation,15,15,Ramanujan Summation,88.45719848,0.861908565
Ramanujan Summation,15,15,Triangular Numbers,89.36724497,0.807961406
Triangular Numbers,5,5,Fibonacci,68.09644114,0.63603154
Triangular Numbers,5,5,Square,66.86571415,0.607395613
Triangular Numbers,5,5,Cube,67.26403001,0.641237912
Triangular Numbers,5,5,Prime Numbers,68.24418571,0.654028384
Triangular Numbers,5,5,Ramanujan Summation,67.92154608,0.685461532
Triangular Numbers,5,5,Triangular Numbers,67.7668184,0.623785675
Triangular Numbers,5,6,Fibonacci,69.96087772,0.734948026
Triangular Numbers,5,6,Square,70.67006112,0.698401133
Triangular Numbers,5,6,Cube,70.17626732,0.617628023
Triangular Numbers,5,6,Prime Numbers,70.75780561,0.763492783
Triangular Numbers,5,6,Ramanujan Summation,69.80306797,0.669349726
Triangular Numbers,5,6,Triangular Numbers,70.11743103,0.611243775
Triangular Numbers,5,7,Fibonacci,72.11004221,0.763645653
Triangular Numbers,5,7,Square,73.06499239,0.784888879
Triangular Numbers,5,7,Cube,72.28899914,0.679348737
Triangular Numbers,5,7,Prime Numbers,71.98595355,0.655817487
Triangular Numbers,5,7,Ramanujan Summation,73.35866115,0.672381252
Triangular Numbers,5,7,Triangular Numbers,73.31273978,0.716736586
Triangular Numbers,5,8,Fibonacci,76.68287373,0.772892833
Triangular Numbers,5,8,Square,75.46887443,0.737524367
Triangular Numbers,5,8,Cube,76.30805285,0.71408616
Triangular Numbers,5,8,Prime Numbers,76.45079757,0.783900589
Triangular Numbers,5,8,Ramanujan Summation,76.34477381,0.693358176
Triangular Numbers,5,8,Triangular Numbers,75.07434632,0.760545967
Triangular Numbers,5,9,Fibonacci,78.84936348,0.72259686
Triangular Numbers,5,9,Square,79.0641403,0.758551148
Triangular Numbers,5,9,Cube,78.70717847,0.731321872
Triangular Numbers,5,9,Prime Numbers,76.61352234,0.734207391
Triangular Numbers,5,9,Ramanujan Summation,78.86048962,0.718130674
Triangular Numbers,5,9,Triangular Numbers,80.91253104,0.804242702
Triangular Numbers,5,10,Fibonacci,81.13996073,0.728353698
Triangular Numbers,5,10,Square,80.7719229,0.727988387
Triangular Numbers,5,10,Cube,81.87334856,0.871049678
Triangular Numbers,5,10,Prime Numbers,81.81237821,0.813892378
Triangular Numbers,5,10,Ramanujan Summation,82.69273517,0.645744315
Triangular Numbers,5,10,Triangular Numbers,80.24213184,0.736737063
Triangular Numbers,5,11,Fibonacci,85.03138025,0.702400533
Triangular Numbers,5,11,Square,84.89042206,0.745465465
Triangular Numbers,5,11,Cube,84.15785346,0.636074267
Triangular Numbers,5,11,Prime Numbers,84.63868732,0.786150521
Triangular Numbers,5,11,Ramanujan Summation,85.32945748,0.735902909
Triangular Numbers,5,11,Triangular Numbers,85.17231538,0.795995263
Triangular Numbers,5,12,Fibonacci,85.95698069,0.739743937
Triangular Numbers,5,12,Square,87.92015819,0.825145593
Triangular Numbers,5,12,Cube,87.03531139,0.800254186
Triangular Numbers,5,12,Prime Numbers,87.1728741,0.896097648
Triangular Numbers,5,12,Ramanujan Summation,87.17319699,0.891567843
Triangular Numbers,5,12,Triangular Numbers,86.94975701,0.86026728
Triangular Numbers,5,13,Fibonacci,91.0917075,0.832669311
Triangular Numbers,5,13,Square,89.81628204,0.94826902
Triangular Numbers,5,13,Cube,88.78045387,0.771348236
Triangular Numbers,5,13,Prime Numbers,89.50647014,0.778822069
Triangular Numbers,5,13,Ramanujan Summation,90.07869472,0.844810845
Triangular Numbers,5,13,Triangular Numbers,91.12921478,0.961701905
Triangular Numbers,5,14,Fibonacci,93.30309468,0.866883055
Triangular Numbers,5,14,Square,91.84946472,0.867837738
Triangular Numbers,5,14,Cube,95.18518992,0.804904482
Triangular Numbers,5,14,Prime Numbers,92.96477531,0.924296479
Triangular Numbers,5,14,Ramanujan Summation,93.97539074,0.924658813
Triangular Numbers,5,14,Triangular Numbers,92.54828557,0.91645376
Triangular Numbers,5,15,Fibonacci,93.53335924,0.848538966
Triangular Numbers,5,15,Square,93.8394685,0.844664662
Triangular Numbers,5,15,Cube,94.21819471,0.815343887
Triangular Numbers,5,15,Prime Numbers,94.05736831,0.884193625
Triangular Numbers,5,15,Ramanujan Summation,93.872197,0.825979634
Triangular Numbers,5,15,Triangular Numbers,92.68491327,0.821129175
Triangular Numbers,6,5,Fibonacci,69.72825396,0.631815464
Triangular Numbers,6,5,Square,70.63260751,0.628542191
Triangular Numbers,6,5,Cube,71.23312807,0.626101074
Triangular Numbers,6,5,Prime Numbers,70.0772793,0.67632223
Triangular Numbers,6,5,Ramanujan Summation,71.36517197,0.65695239
Triangular Numbers,6,5,Triangular Numbers,71.75261675,0.638592198
Triangular Numbers,6,6,Fibonacci,72.18367908,0.690150646
Triangular Numbers,6,6,Square,72.2630793,0.631423648
Triangular Numbers,6,6,Cube,72.95962494,0.686263931
Triangular Numbers,6,6,Prime Numbers,73.40761267,0.688530125
Triangular Numbers,6,6,Ramanujan Summation,72.57543299,0.605847657
Triangular Numbers,6,6,Triangular Numbers,74.45220268,0.730784688
Triangular Numbers,6,7,Fibonacci,76.32406686,0.664928315
Triangular Numbers,6,7,Square,75.93944705,0.71351549
Triangular Numbers,6,7,Cube,74.46409048,0.767220587
Triangular Numbers,6,7,Prime Numbers,74.58418418,0.755283838
Triangular Numbers,6,7,Ramanujan Summation,76.18100925,0.710716669
Triangular Numbers,6,7,Triangular Numbers,73.76740437,0.69087505
Triangular Numbers,6,8,Fibonacci,79.71263741,0.784375595
Triangular Numbers,6,8,Square,78.54184616,0.770734749
Triangular Numbers,6,8,Cube,81.94309297,0.706081749
Triangular Numbers,6,8,Prime Numbers,81.00791625,0.697255318
Triangular Numbers,6,8,Ramanujan Summation,78.51855093,0.633382241
Triangular Numbers,6,8,Triangular Numbers,78.593663,0.744701592
Triangular Numbers,6,9,Fibonacci,82.49558151,0.760865113
Triangular Numbers,6,9,Square,83.20317261,0.821809569
Triangular Numbers,6,9,Cube,79.86197094,0.782952755
Triangular Numbers,6,9,Prime Numbers,79.71362453,0.83171146
Triangular Numbers,6,9,Ramanujan Summation,80.87796519,0.730131789
Triangular Numbers,6,9,Triangular Numbers,82.08273758,0.821907517
Triangular Numbers,6,10,Fibonacci,84.79687359,0.766554181
Triangular Numbers,6,10,Square,85.36977145,0.831879803
Triangular Numbers,6,10,Cube,83.10030247,0.72006208
Triangular Numbers,6,10,Prime Numbers,81.98385614,0.804756765
Triangular Numbers,6,10,Ramanujan Summation,85.1580142,0.693765603
Triangular Numbers,6,10,Triangular Numbers,83.47180373,0.779643126
Triangular Numbers,6,11,Fibonacci,85.08151214,0.8430177
Triangular Numbers,6,11,Square,87.24506375,0.794951572
Triangular Numbers,6,11,Cube,87.89317569,0.768478119
Triangular Numbers,6,11,Prime Numbers,86.97794287,0.863305923
Triangular Numbers,6,11,Ramanujan Summation,86.64215161,0.815826861
Triangular Numbers,6,11,Triangular Numbers,86.94063777,0.796521468
Triangular Numbers,6,12,Fibonacci,89.52941724,0.851094796
Triangular Numbers,6,12,Square,88.55195289,0.980833457
Triangular Numbers,6,12,Cube,89.18531932,0.906675142
Triangular Numbers,6,12,Prime Numbers,90.42127991,0.907128683
Triangular Numbers,6,12,Ramanujan Summation,90.22167854,0.870777316
Triangular Numbers,6,12,Triangular Numbers,90.06805981,0.857324264
Triangular Numbers,6,13,Fibonacci,91.70485152,0.757195886
Triangular Numbers,6,13,Square,92.51849684,0.843050983
Triangular Numbers,6,13,Cube,90.52293495,0.852971279
Triangular Numbers,6,13,Prime Numbers,92.87847666,0.783255397
Triangular Numbers,6,13,Ramanujan Summation,94.12885771,0.81912921
Triangular Numbers,6,13,Triangular Numbers,91.22586787,0.777958176
Triangular Numbers,6,14,Fibonacci,92.41407233,0.878083808
Triangular Numbers,6,14,Square,93.32910678,0.920938299
Triangular Numbers,6,14,Cube,94.25284263,0.935338726
Triangular Numbers,6,14,Prime Numbers,92.55177538,0.900739223
Triangular Numbers,6,14,Ramanujan Summation,92.30774967,0.831830183
Triangular Numbers,6,14,Triangular Numbers,91.03107686,0.783396742
Triangular Numbers,6,15,Fibonacci,93.10343813,0.792156565
Triangular Numbers,6,15,Square,95.04207604,0.816550871
Triangular Numbers,6,15,Cube,93.27735846,0.835557015
Triangular Numbers,6,15,Prime Numbers,92.97772102,0.872012575
Triangular Numbers,6,15,Ramanujan Summation,93.32208231,0.829291789
Triangular Numbers,6,15,Triangular Numbers,92.988908,0.896948795
Triangular Numbers,7,5,Fibonacci,72.28698563,0.669386325
Triangular Numbers,7,5,Square,73.92327992,0.681527286
Triangular Numbers,7,5,Cube,73.32576152,0.738012528
Triangular Numbers,7,5,Prime Numbers,73.11761325,0.621988413
Triangular Numbers,7,5,Ramanujan Summation,72.12463397,0.701935229
Triangular Numbers,7,5,Triangular Numbers,74.40350793,0.680301339
Triangular Numbers,7,6,Fibonacci,76.56470275,0.692325686
Triangular Numbers,7,6,Square,75.34707916,0.753262816
Triangular Numbers,7,6,Cube,76.90182485,0.752950708
Triangular Numbers,7,6,Prime Numbers,75.40242916,0.66167546
Triangular Numbers,7,6,Ramanujan Summation,75.11799651,0.699891971
Triangular Numbers,7,6,Triangular Numbers,75.14029688,0.723060584
Triangular Numbers,7,7,Fibonacci,76.92893145,0.723349663
Triangular Numbers,7,7,Square,79.17154238,0.766251067
Triangular Numbers,7,7,Cube,76.86885512,0.751059601
Triangular Numbers,7,7,Prime Numbers,77.47155617,0.828628062
Triangular Numbers,7,7,Ramanujan Summation,76.62441199,0.660486043
Triangular Numbers,7,7,Triangular Numbers,78.61393031,0.730878201
Triangular Numbers,7,8,Fibonacci,81.34967954,0.719574874
Triangular Numbers,7,8,Square,81.17330379,0.795205373
Triangular Numbers,7,8,Cube,80.45742231,0.684141405
Triangular Numbers,7,8,Prime Numbers,80.32776625,0.782315636
Triangular Numbers,7,8,Ramanujan Summation,81.96436986,0.733497578
Triangular Numbers,7,8,Triangular Numbers,80.94944807,0.728291907
Triangular Numbers,7,9,Fibonacci,84.61635832,0.72067509
Triangular Numbers,7,9,Square,83.41475131,0.769746203
Triangular Numbers,7,9,Cube,84.48106274,0.847225027
Triangular Numbers,7,9,Prime Numbers,85.60327804,0.791740566
Triangular Numbers,7,9,Ramanujan Summation,84.8861658,0.824384021
Triangular Numbers,7,9,Triangular Numbers,83.88758618,0.876232091
Triangular Numbers,7,10,Fibonacci,87.35719897,0.834187779
Triangular Numbers,7,10,Square,86.85933483,0.793060021
Triangular Numbers,7,10,Cube,87.10788018,0.844362611
Triangular Numbers,7,10,Prime Numbers,86.77438895,0.793785193
Triangular Numbers,7,10,Ramanujan Summation,86.93566479,0.795778866
Triangular Numbers,7,10,Triangular Numbers,87.31209335,0.74500536
Triangular Numbers,7,11,Fibonacci,88.9066413,0.895312875
Triangular Numbers,7,11,Square,88.88412117,0.829699871
Triangular Numbers,7,11,Cube,88.51145745,0.858104912
Triangular Numbers,7,11,Prime Numbers,88.2997289,0.797201904
Triangular Numbers,7,11,Ramanujan Summation,88.68271731,0.870797381
Triangular Numbers,7,11,Triangular Numbers,90.05946251,0.810902938
Triangular Numbers,7,12,Fibonacci,91.80721248,0.869914564
Triangular Numbers,7,12,Square,93.21361446,0.920891302
Triangular Numbers,7,12,Cube,92.73471375,0.916537966
Triangular Numbers,7,12,Prime Numbers,90.73149579,0.875898496
Triangular Numbers,7,12,Ramanujan Summation,93.35497558,0.788593448
Triangular Numbers,7,12,Triangular Numbers,93.51079865,1.026640529
Triangular Numbers,7,13,Fibonacci,92.00613733,0.967292949
Triangular Numbers,7,13,Square,93.42019154,0.916133741
Triangular Numbers,7,13,Cube,92.14350176,0.842339811
Triangular Numbers,7,13,Prime Numbers,93.09767038,0.874320392
Triangular Numbers,7,13,Ramanujan Summation,91.73550159,0.852828979
Triangular Numbers,7,13,Triangular Numbers,91.20689355,0.943192797
Triangular Numbers,7,14,Fibonacci,92.61718281,0.893125145
Triangular Numbers,7,14,Square,92.87627105,0.840791807
Triangular Numbers,7,14,Cube,92.60232031,0.856462245
Triangular Numbers,7,14,Prime Numbers,91.81596944,0.936059407
Triangular Numbers,7,14,Ramanujan Summation,92.60010094,0.960004892
Triangular Numbers,7,14,Triangular Numbers,93.26929475,0.956416578
Triangular Numbers,7,15,Fibonacci,92.95510697,0.917851603
Triangular Numbers,7,15,Square,93.18250103,0.867368757
Triangular Numbers,7,15,Cube,92.3298848,0.717924309
Triangular Numbers,7,15,Prime Numbers,94.17171791,0.894858001
Triangular Numbers,7,15,Ramanujan Summation,91.82382666,0.879908562
Triangular Numbers,7,15,Triangular Numbers,93.4875603,0.886999105
Triangular Numbers,8,5,Fibonacci,77.08189109,0.711694867
Triangular Numbers,8,5,Square,76.38090809,0.642686892
Triangular Numbers,8,5,Cube,75.69747577,0.736870428
Triangular Numbers,8,5,Prime Numbers,75.37170295,0.740610816
Triangular Numbers,8,5,Ramanujan Summation,76.93608765,0.743116939
Triangular Numbers,8,5,Triangular Numbers,74.47702507,0.75632885
Triangular Numbers,8,6,Fibonacci,77.72987574,0.767202582
Triangular Numbers,8,6,Square,78.30244223,0.716498529
Triangular Numbers,8,6,Cube,79.93765376,0.733458158
Triangular Numbers,8,6,Prime Numbers,79.07976764,0.741556243
Triangular Numbers,8,6,Ramanujan Summation,77.73195424,0.742384972
Triangular Numbers,8,6,Triangular Numbers,78.38969229,0.786910883
Triangular Numbers,8,7,Fibonacci,80.88567686,0.797183438
Triangular Numbers,8,7,Square,80.79021101,0.868867172
Triangular Numbers,8,7,Cube,82.47888956,0.875323449
Triangular Numbers,8,7,Prime Numbers,80.12825687,0.768982479
Triangular Numbers,8,7,Ramanujan Summation,83.10878086,0.573167223
Triangular Numbers,8,7,Triangular Numbers,82.32822969,0.826841623
Triangular Numbers,8,8,Fibonacci,85.39086167,0.765981183
Triangular Numbers,8,8,Square,83.83706049,0.752925804
Triangular Numbers,8,8,Cube,84.15005928,0.773077736
Triangular Numbers,8,8,Prime Numbers,82.86684819,0.770667848
Triangular Numbers,8,8,Ramanujan Summation,83.77533759,0.823613491
Triangular Numbers,8,8,Triangular Numbers,84.79365485,0.715028211
Triangular Numbers,8,9,Fibonacci,88.39606306,0.767113963
Triangular Numbers,8,9,Square,85.99284318,0.838157928
Triangular Numbers,8,9,Cube,86.73449406,0.852147202
Triangular Numbers,8,9,Prime Numbers,86.94870078,0.853077082
Triangular Numbers,8,9,Ramanujan Summation,85.7042108,0.781648186
Triangular Numbers,8,9,Triangular Numbers,87.69134924,0.772086718
Triangular Numbers,8,10,Fibonacci,89.17600967,0.823668258
Triangular Numbers,8,10,Square,89.70460965,0.860993638
Triangular Numbers,8,10,Cube,89.44805063,0.923273868
Triangular Numbers,8,10,Prime Numbers,89.11066149,0.746628141
Triangular Numbers,8,10,Ramanujan Summation,89.89295501,0.837963562
Triangular Numbers,8,10,Triangular Numbers,89.68439042,0.782366078
Triangular Numbers,8,11,Fibonacci,92.32814212,0.794387866
Triangular Numbers,8,11,Square,91.97153838,0.925347832
Triangular Numbers,8,11,Cube,93.01952467,0.904231229
Triangular Numbers,8,11,Prime Numbers,94.35361727,0.899471676
Triangular Numbers,8,11,Ramanujan Summation,92.83988723,0.923051292
Triangular Numbers,8,11,Triangular Numbers,93.69611821,0.853014055
Triangular Numbers,8,12,Fibonacci,91.60977807,0.858368124
Triangular Numbers,8,12,Square,93.15776144,0.989286531
Triangular Numbers,8,12,Cube,91.90263168,0.867671447
Triangular Numbers,8,12,Prime Numbers,91.52307507,0.916756606
Triangular Numbers,8,12,Ramanujan Summation,92.26062859,0.880319077
Triangular Numbers,8,12,Triangular Numbers,94.19189933,0.787587073
Triangular Numbers,8,13,Fibonacci,93.95001583,0.77776855
Triangular Numbers,8,13,Square,93.24300472,0.851050789
Triangular Numbers,8,13,Cube,91.46729944,0.932805063
Triangular Numbers,8,13,Prime Numbers,92.80371935,0.919414583
Triangular Numbers,8,13,Ramanujan Summation,93.30170001,0.925703858
Triangular Numbers,8,13,Triangular Numbers,93.17553623,0.830647691
Triangular Numbers,8,14,Fibonacci,91.15620642,0.960793625
Triangular Numbers,8,14,Square,92.10968215,0.831755335
Triangular Numbers,8,14,Cube,92.93592224,0.89064122
Triangular Numbers,8,14,Prime Numbers,93.53629091,0.879482386
Triangular Numbers,8,14,Ramanujan Summation,90.80387218,0.871306309
Triangular Numbers,8,14,Triangular Numbers,92.83787602,0.946929607
Triangular Numbers,8,15,Fibonacci,93.14304877,0.844744474
Triangular Numbers,8,15,Square,93.84961199,0.812519737
Triangular Numbers,8,15,Cube,93.69285758,0.880999774
Triangular Numbers,8,15,Prime Numbers,93.58257132,0.860008663
Triangular Numbers,8,15,Ramanujan Summation,92.20005949,1.048869146
Triangular Numbers,8,15,Triangular Numbers,91.09199786,0.913825374
Triangular Numbers,9,5,Fibonacci,78.30694724,0.716532971
Triangular Numbers,9,5,Square,79.70163183,0.684194422
Triangular Numbers,9,5,Cube,80.09345453,0.642985579
Triangular Numbers,9,5,Prime Numbers,79.4105491,0.685739046
Triangular Numbers,9,5,Ramanujan Summation,79.12934082,0.742747089
Triangular Numbers,9,5,Triangular Numbers,79.07963965,0.808366433
Triangular Numbers,9,6,Fibonacci,80.94388125,0.821084457
Triangular Numbers,9,6,Square,81.36993971,0.776454742
Triangular Numbers,9,6,Cube,83.16906953,0.748841617
Triangular Numbers,9,6,Prime Numbers,80.55744199,0.778440618
Triangular Numbers,9,6,Ramanujan Summation,83.11477879,0.7390681
Triangular Numbers,9,6,Triangular Numbers,81.17797185,0.8509182
Triangular Numbers,9,7,Fibonacci,85.62543211,0.783540491
Triangular Numbers,9,7,Square,82.89318499,0.788683107
Triangular Numbers,9,7,Cube,84.8859042,0.682208879
Triangular Numbers,9,7,Prime Numbers,83.56322986,0.783228258
Triangular Numbers,9,7,Ramanujan Summation,82.88473281,0.834824207
Triangular Numbers,9,7,Triangular Numbers,84.51853404,0.739613871
Triangular Numbers,9,8,Fibonacci,88.10947179,0.783463983
Triangular Numbers,9,8,Square,86.25505856,0.860635551
Triangular Numbers,9,8,Cube,85.60098404,0.747167139
Triangular Numbers,9,8,Prime Numbers,87.00815524,0.87389005
Triangular Numbers,9,8,Ramanujan Summation,87.01256467,0.794392805
Triangular Numbers,9,8,Triangular Numbers,87.64831963,0.801571589
Triangular Numbers,9,9,Fibonacci,90.84959457,0.79280608
Triangular Numbers,9,9,Square,89.84058482,0.867902313
Triangular Numbers,9,9,Cube,91.75550331,0.971993599
Triangular Numbers,9,9,Prime Numbers,90.12423474,0.888074862
Triangular Numbers,9,9,Ramanujan Summation,89.55357349,0.805785737
Triangular Numbers,9,9,Triangular Numbers,88.28843264,0.905781029
Triangular Numbers,9,10,Fibonacci,92.43734048,0.861166023
Triangular Numbers,9,10,Square,92.36361305,0.945724249
Triangular Numbers,9,10,Cube,93.6603048,0.91733382
Triangular Numbers,9,10,Prime Numbers,93.16248362,0.729842922
Triangular Numbers,9,10,Ramanujan Summation,91.52063088,0.826796018
Triangular Numbers,9,10,Triangular Numbers,92.87225439,0.924219261
Triangular Numbers,9,11,Fibonacci,93.67153117,0.887582864
Triangular Numbers,9,11,Square,94.52803136,0.828812203
Triangular Numbers,9,11,Cube,93.88750397,0.848320524
Triangular Numbers,9,11,Prime Numbers,93.76084665,0.784688169
Triangular Numbers,9,11,Ramanujan Summation,93.06008599,0.875581336
Triangular Numbers,9,11,Triangular Numbers,93.38831201,0.990534486
Triangular Numbers,9,12,Fibonacci,94.2495049,0.92024667
Triangular Numbers,9,12,Square,91.6672226,0.98952085
Triangular Numbers,9,12,Cube,92.65056067,0.924119854
Triangular Numbers,9,12,Prime Numbers,92.22743125,0.931373967
Triangular Numbers,9,12,Ramanujan Summation,93.37915312,0.978703934
Triangular Numbers,9,12,Triangular Numbers,94.23022218,0.898863163
Triangular Numbers,9,13,Fibonacci,92.40302571,0.870638634
Triangular Numbers,9,13,Square,90.60969563,0.931632876
Triangular Numbers,9,13,Cube,92.58777925,0.952692012
Triangular Numbers,9,13,Prime Numbers,93.91347373,0.856001768
Triangular Numbers,9,13,Ramanujan Summation,93.5376299,0.843921546
Triangular Numbers,9,13,Triangular Numbers,93.42818625,0.886942802
Triangular Numbers,9,14,Fibonacci,92.7200067,0.921574943
Triangular Numbers,9,14,Square,91.72096926,0.919904552
Triangular Numbers,9,14,Cube,93.51529432,0.80879162
Triangular Numbers,9,14,Prime Numbers,92.16571819,0.975580303
Triangular Numbers,9,14,Ramanujan Summation,95.18409673,0.847941754
Triangular Numbers,9,14,Triangular Numbers,93.57050721,0.86674675
Triangular Numbers,9,15,Fibonacci,92.4193517,0.834867282
Triangular Numbers,9,15,Square,92.38861475,1.014916442
Triangular Numbers,9,15,Cube,92.90705579,0.892103534
Triangular Numbers,9,15,Prime Numbers,92.76049808,0.837451246
Triangular Numbers,9,15,Ramanujan Summation,94.11683378,0.923196177
Triangular Numbers,9,15,Triangular Numbers,93.18641617,0.918456789
Triangular Numbers,10,5,Fibonacci,80.76836826,0.755613649
Triangular Numbers,10,5,Square,83.39044069,0.807030336
Triangular Numbers,10,5,Cube,81.54930833,0.723735402
Triangular Numbers,10,5,Prime Numbers,82.26883968,0.740354086
Triangular Numbers,10,5,Ramanujan Summation,80.89177349,0.664489167
Triangular Numbers,10,5,Triangular Numbers,81.86311563,0.698802446
Triangular Numbers,10,6,Fibonacci,84.61110999,0.88338154
Triangular Numbers,10,6,Square,82.41035071,0.875071431
Triangular Numbers,10,6,Cube,86.31527511,0.796289432
Triangular Numbers,10,6,Prime Numbers,85.59064446,0.876146572
Triangular Numbers,10,6,Ramanujan Summation,83.90280468,0.784996276
Triangular Numbers,10,6,Triangular Numbers,83.19773026,0.780829485
Triangular Numbers,10,7,Fibonacci,87.44756161,0.823825532
Triangular Numbers,10,7,Square,87.1866977,0.81475392
Triangular Numbers,10,7,Cube,87.45566895,0.810240184
Triangular Numbers,10,7,Prime Numbers,87.2915774,0.878169905
Triangular Numbers,10,7,Ramanujan Summation,87.60624099,0.828506783
Triangular Numbers,10,7,Triangular Numbers,88.5473057,0.856624088
Triangular Numbers,10,8,Fibonacci,90.46810321,0.900569026
Triangular Numbers,10,8,Square,88.8503445,0.86840929
Triangular Numbers,10,8,Cube,91.26256285,0.800486434
Triangular Numbers,10,8,Prime Numbers,91.54061456,0.781356706
Triangular Numbers,10,8,Ramanujan Summation,93.05205673,0.856439032
Triangular Numbers,10,8,Triangular Numbers,88.77650597,0.840437185
Triangular Numbers,10,9,Fibonacci,92.94288201,0.881369571
Triangular Numbers,10,9,Square,90.6179013,0.876197298
Triangular Numbers,10,9,Cube,93.25314916,1.006178683
Triangular Numbers,10,9,Prime Numbers,92.1517997,0.810488687
Triangular Numbers,10,9,Ramanujan Summation,94.62344579,0.777502687
Triangular Numbers,10,9,Triangular Numbers,91.92538503,0.893618842
Triangular Numbers,10,10,Fibonacci,91.31081696,0.861178872
Triangular Numbers,10,10,Square,92.52873626,0.895803393
Triangular Numbers,10,10,Cube,91.02451223,0.909194151
Triangular Numbers,10,10,Prime Numbers,93.75109945,0.944205235
Triangular Numbers,10,10,Ramanujan Summation,90.93491695,0.804638709
Triangular Numbers,10,10,Triangular Numbers,93.02845758,0.852164105
Triangular Numbers,10,11,Fibonacci,90.92218818,0.901438063
Triangular Numbers,10,11,Square,92.6797022,0.91852318
Triangular Numbers,10,11,Cube,94.64337816,0.989672478
